Iceland, 12768, 671.73
Bahamas, 48537, 426.9
Chile, 35481, 1522.03
Djibouti, 49538, 1501.26
Slovenia, 41381, 1911.28
Argentina, 27916, 634.82
Madagascar, 28571, 1459.9
Yemen, 30740, 779.41
Dominica, 30588, 472.19
Armenia, 5516, 467.14
Slovenia, 14592, 431.41
Armenia, 35402, 928.3
India, 30273, 1710.65
Yemen, 43451, 357.02
Austria, 3590, 1601.05
China, 43319, 1490.68
Moldova, 41722, 673.47
South Africa, 10936, 1794.64
Germany, 39117, 531.5
Denmark, 27774, 1703.36
Austria, 10723, 1831.85
Azerbaijan, 3847, 835.7
Ethiopia, 22050, 392.86
Yemen, 46019, 61.74
Nepal, 42964, 1144.92
Indonesia, 4425, 1766.34
Mongolia, 5000, 957.23
Burkina, 5991, 1980.08
Angola, 31440, 1979.66
Congo, 15120, 1283.49
Bhutan, 3618, 292.65
Austria, 21952, 203.39
Israel, 38758, 198.93
San Marino, 4766, 503.82
Antigua & Deps, 35457, 1135.85
Gambia, 15360, 925.34
France, 44426, 1054.04
Afghanistan, 35264, 1901.53
Spain, 5854, 494.14
Ethiopia, 47871, 877.16
Benin, 43113, 887.14
Argentina, 27001, 1056.61
Antigua & Deps, 2651, 777.43
Albania, 41180, 269.73
Nepal, 11640, 22.24
Cuba, 24592, 897.89
Uruguay, 3496, 1267.97
Colombia, 13690, 240.22
Slovenia, 610, 1028.02
France, 3100, 542.66
Belarus, 30508, 572.97
Bulgaria, 14164, 1949.61
Moldova, 17532, 545.51
Spain, 18668, 1865.06
Oman, 43918, 1696.03
Uruguay, 22720, 1654.25
China, 28973, 1865.05
Albania, 3662, 374.37
France, 922, 1528.37
Oman, 9879, 322.49
Bulgaria, 44599, 1957.02
Myanmar, 43100, 1301.48
Vietnam, 47858, 907.65
Costa Rica, 8147, 748.89
France, 21552, 1537.99
Tajikistan, 30141, 1036.05
Liberia, 17916, 801.54
Belarus, 25260, 1299.59
Aruba, 30455, 1932.21
Liberia, 34032, 727.47
Barbados, 28458, 618.43
Cuba, 34752, 728.43
Aruba, 44974, 742.73
Benin, 15067, 908.83
Azerbaijan, 39752, 1577.73
Burkina, 40912, 1785.23
Marshall Islands, 42691, 1464.11
Colombia, 26356, 205.64
Dominica, 18165, 719.28
Benin, 42458, 1829.46
Argentina, 33689, 1800.41
Aruba, 34003, 1620.05
Slovenia, 18151, 394.17
Slovenia, 3985, 1563.0
Cuba, 43842, 47.18
Kosovo, 33699, 1157.27
Gambia, 25219, 1379.49
Italy, 46214, 277.51
Angola, 2277, 1588.59
Benin, 34865, 1159.76
Cuba, 11458, 312.39
Australia, 43569, 1429.6
Algeria, 7184, 1838.96
Algeria, 45440, 1425.92
Costa Rica, 2142, 610.6
Canada, 21829, 1792.8
Bahamas, 8213, 1503.03
Cuba, 10769, 353.76
Slovenia, 49117, 581.08
Congo, 25222, 980.89
Vietnam, 39054, 605.22
Canada, 10544, 446.69
Albania, 33427, 147.25
Italy, 5798, 553.94
Guatemala, 48701, 1608.41
Barbados, 35971, 1719.35
China, 13100, 1722.64
Bahrain, 20586, 1440.47
Moldova, 38476, 1584.03
Algeria, 37612, 462.83
Afghanistan, 38963, 1216.29
Belarus, 30804, 713.1
Oman, 42831, 994.15
Germany, 3951, 167.11
Israel, 41632, 818.32
Bahamas, 18587, 1188.58
Djibouti, 13593, 885.31
Azerbaijan, 39089, 50.18
Bangladesh, 24344, 774.85
Madagascar, 20408, 604.32
Myanmar, 28850, 514.22
Marshall Islands, 18333, 1005.97
Barbados, 772, 1146.03
Belarus, 29011, 1516.48
Angola, 28712, 1211.09
Kosovo, 9744, 844.13
Benin, 27765, 1993.5
Iraq, 46877, 323.29
Gambia, 31713, 1362.9
Austria, 13740, 1841.53
Dominica, 18281, 1240.5
